"index","species","status","error"
1441,"Cisseps fulvicollis",0,NA
1442,"Roeseliana roeselii",1,NA
1443,"Pipilo erythrophthalmus",0,NA
1444,"Symphyotrichum pilosum",0,NA
1445,"Macrochilo morbidalis",NA,"No matching species"
1446,"Apiosporina morbosa",0,NA
1447,"Homalosorus pycnocarpos",0,NA
1448,"Diaperis maculata",0,NA
1449,"Messatoporus discoidalis",NA,"Results is empty"
1450,"Necrophila americana",0,NA
1451,"Rhytisma acerinum",0,NA
1452,"Clogmia albipunctatus",NA,"No matching species"
1453,"Anisodactylus rusticus",0,NA
1454,"Pyrus calleryana",NA,"No data for Canada"
1455,"Leptinotarsa decemlineata",0,NA
1456,"Bubo scandiacus",0,NA
1457,"Pyropyga nigricans",0,NA
1458,"Stenolophus lecontei",0,NA
1459,"Passerculus sandwichensis",0,NA
1460,"Monochamus scutellatus",0,NA
1461,"Malva neglecta",1,NA
1462,"Sambucus canadensis",NA,"No matching species"
1463,"Exoprosopa decora",0,NA
1464,"Hypsopygia intermedialis",0,NA
1465,"Camponotus novaeboracensis",0,NA
1466,"Vasates quadripedes",NA,"No data for Canada"
1467,"Trachelas tranquillus",0,NA
1468,"Plantago lanceolata",1,NA
1469,"Agastache foeniculum",1,NA
1470,"Erigeron strigosus",0,NA
1471,"Epuraea rufa",0,NA
1472,"Eufidonia notataria",0,NA
1473,"Plutella xylostella",0,NA
1474,"Orientus ishidae",1,NA
1475,"Chrysoperla rufilabris",0,NA
1476,"Synanthedon tipuliformis",0,NA
1477,"Osmoderma scabra",0,NA
1478,"Molorchus bimaculatus",0,NA
1479,"Ictalurus punctatus",0,NA
1480,"Glischrochilus quadrisignatus",0,NA
1481,"Plantago arenaria",NA,"No matching species"
1482,"Odiellus pictus",0,NA
1483,"Heterophleps triguttaria",0,NA
1484,"Cladara limitaria",0,NA
1485,"Berberis thunbergii",1,NA
1486,"Setophaga fusca",0,NA
1487,"Spilomyia sayi",0,NA
1488,"Ectemnius cephalotes",0,NA
1489,"Rumex obtusifolius",1,NA
1490,"Luxilus cornutus",0,NA
1491,"Colladonus clitellarius",0,NA
1492,"Tilia cordata",1,NA
1493,"Actias luna",0,NA
1494,"Tetramorium immigrans",1,NA
1495,"Lasius nearcticus",0,NA
1496,"Rattus norvegicus",1,NA
1497,"Blarina brevicauda",0,NA
1498,"Saperda vestita",0,NA
1499,"Vireo solitarius",0,NA
1500,"Gloeophyllum sepiarium",0,NA
1501,"Megacollybia rodmanii",0,NA
1502,"Liriomyza arctii",NA,"no applicable method for 'filter' applied to an object of class ""list"""
1503,"Nicrophorus tomentosus",0,NA
1504,"Matteuccia pensylvanica",NA,"No matching species"
1505,"Conium maculatum",1,NA
1506,"Strauzia longipennis",0,NA
1507,"Hylocichla mustelina",0,NA
1508,"Oecanthus nigricornis",0,NA
1509,"Halictus confusus",0,NA
1510,"Coprinellus micaceus",0,NA
1511,"Bourletiella arvalis",0,NA
1512,"Stenodema pilosa",NA,"No matching species"
1513,"Scathophaga furcata",0,NA
1514,"Cucullia asteroides",0,NA
1515,"Erasmoneura vulnerata",0,NA
1516,"Crataegus punctata",0,NA
1517,"Erucastrum gallicum",1,NA
1518,"Omphalotus illudens",0,NA
1519,"Limax maximus",1,NA
1520,"Viola communis",NA,"Results is empty"
1521,"Erysiphe aquilegiae",0,NA
1522,"Geum urbanum",1,NA
1523,"Mythimna unipuncta",0,NA
1524,"Hippophae rhamnoides",1,NA
1525,"Crataegus macracantha",0,NA
1526,"Setaria pumila",1,NA
1527,"Xanthia tatago",0,NA
1528,"Papaipema furcata",0,NA
1529,"Eudryas unio",0,NA
1530,"Euaresta bella",0,NA
1531,"Saucrobotys fumoferalis",0,NA
1532,"Raphia frater",0,NA
1533,"Orthonama obstipata",0,NA
1534,"Bolboschoenus fluviatilis",0,NA
1535,"Carpiodes cyprinus",0,NA
1536,"Bombycilla garrulus",0,NA
1537,"Penstemon digitalis",1,NA
1538,"Persicaria amphibia",0,NA
1539,"Trachea delicata",0,NA
1540,"Callima argenticinctella",0,NA
1541,"Lontra canadensis",0,NA
1542,"Moxostoma macrolepidotum",0,NA
1543,"Verbena bonariensis",1,NA
1544,"Andropogon gerardi",0,NA
1545,"Ochropleura implecta",0,NA
1546,"Corythucha marmorata",0,NA
1547,"Sylvicola alternata",NA,"no applicable method for 'filter' applied to an object of class ""list"""
1548,"Notiobia terminata",0,NA
1549,"Viola williamsii",NA,"Results is empty"
1550,"Equisetum praealtum",NA,"No matching species"
1551,"Chordeiles minor",0,NA
1552,"Cicuta maculata",0,NA
1553,"Aegolius acadicus",0,NA
1554,"Hydrocharis morsus-ranae",1,NA
1555,"Alisma triviale",0,NA
1556,"Salix discolor",0,NA
1557,"Lethocerus americanus",NA,"No matching species"
1558,"Cucullia florea",0,NA
1559,"Corydalus cornutus",NA,"In argument: `subnationCode == ""QC""`."
1560,"Araniella displicata",0,NA
1561,"Pantala hymenaea",0,NA
1562,"Borago officinalis",1,NA
1563,"Myodocha serripes",0,NA
1564,"Valgus hemipterus",1,NA
1565,"Scolops sulcipes",0,NA
1566,"Bovista plumbea",0,NA
1567,"Asio otus",0,NA
1568,"Lepidium campestre",1,NA
1569,"Toxonevra superba",0,NA
1570,"Cucullia intermedia",0,NA
1571,"Plagiodera versicolora",1,NA
1572,"Aronia prunifolia",NA,"No matching species"
1573,"Spiza americana",0,NA
1574,"Aeshna constricta",0,NA
1575,"Petasites japonicus",1,NA
1576,"Pyrausta rubricalis",NA,"In argument: `subnationCode == ""QC""`."
1577,"Astenus discopunctatus",0,NA
1578,"Tanyptera dorsalis",NA,"no applicable method for 'filter' applied to an object of class ""list"""
1579,"Cygnus olor",1,NA
1580,"Chalcosyrphus nemorum",0,NA
1581,"Eunemobius carolinus",0,NA
1582,"Catocala minuta",0,NA
1583,"Anelaphus villosus",0,NA
1584,"Mordellochroa scapularis",0,NA
1585,"Laphria flavicollis",0,NA
1586,"Lestica producticollis",NA,"no applicable method for 'filter' applied to an object of class ""list"""
1587,"Diapheromera femorata",0,NA
1588,"Thelia bimaculata",0,NA
1589,"Manduca sexta",0,NA
1590,"Xylomya americana",0,NA
1591,"Setaria viridis",1,NA
1592,"Hypena abalienalis",0,NA
1593,"Helocassis clavata",NA,"Results is empty"
1594,"Conocephalum salebrosum",0,NA
1595,"Dorcus parallelus",0,NA
1596,"Stylurus notatus",0,NA
1597,"Hemitrichia decipiens",NA,"Results is empty"
1598,"Agrocybe praecox",0,NA
1599,"Lapposyrphus lapponicus",0,NA
1600,"Coprinopsis variegata",0,NA
1601,"Orchesella cincta",2,NA
1602,"Urtica gracilis",NA,"No matching species"
1603,"Brassica rapa",1,NA
1604,"Bassettia flavipes",NA,"Results is empty"
1605,"Coprinopsis atramentaria",0,NA
1606,"Erioptera septemtrionis",NA,"In argument: `subnationCode == ""QC""`."
1607,"Galium verum",1,NA
1608,"Elimia livescens",0,NA
1609,"Coenagrion resolutum",0,NA
1610,"Osmia lignaria",0,NA
1611,"Lestes disjunctus",0,NA
1612,"Cyrtolobus maculifrontis",0,NA
1613,"Monarda didyma",1,NA
1614,"Entoloma murrayi",0,NA
1615,"Didea fuscipes",0,NA
1616,"Eurois occulta",0,NA
1617,"Nacerdes melanura",1,NA
1618,"Tanacetum parthenium",1,NA
1619,"Eichlinia cucurbitae",0,NA
1620,"Sumitrosis inaequalis",0,NA
1621,"Parkesia motacilla",0,NA
1622,"Pilosella caespitosa",NA,"No matching species"
1623,"Carex cephaloidea",0,NA
1624,"Quercus bicolor",0,NA
1625,"Conocephalus brevipennis",0,NA
1626,"Pheosia rimosa",0,NA
1627,"Anageshna primordialis",0,NA
1628,"Idia aemula",0,NA
1629,"Biston betularia",0,NA
1630,"Apamea devastator",0,NA
1631,"Lysimachia borealis",NA,"No matching species"
1632,"Veronica officinalis",1,NA
1633,"Sympetrum obtrusum",0,NA
1634,"Picoides arcticus",0,NA
1635,"Sagittaria latifolia",0,NA
1636,"Catharus fuscescens",0,NA
1637,"Cornus obliqua",0,NA
1638,"Carex grisea",0,NA
1639,"Epirrhoe alternata",0,NA
1640,"Sympetrum semicinctum",0,NA
1641,"Anthidium manicatum",1,NA
1642,"Depressaria depressana",NA,"No matching species"
1643,"Hydrelia albifera",0,NA
1644,"Sceptridium dissectum",NA,"No matching species"
1645,"Pleurotus ostreatus",0,NA
1646,"Aeshna canadensis",0,NA
1647,"Myrmarachne formicaria",1,NA
1648,"Ursus americanus",0,NA
1649,"Hackelia virginiana",0,NA
1650,"Abutilon theophrasti",1,NA
1651,"Salix petiolaris",0,NA
1652,"Plicaturopsis crispa",0,NA
1653,"Fulica americana",0,NA
1654,"Schinia florida",0,NA
1655,"Bombus terricola",0,NA
1656,"Rhaxonycha carolina",0,NA
1657,"Cucujus clavipes",0,NA
1658,"Crocus neapolitanus",NA,"Results is empty"
1659,"Clytus ruricola",0,NA
1660,"Hololepta aequalis",0,NA
1661,"Allolobophora chlorotica",1,NA
1662,"Gaillardia pulchella",1,NA
1663,"Efferia aestuans",NA,"No matching species"
1664,"Cornu aspersum",1,NA
1665,"Cerotoma trifurcata",0,NA
1666,"Potamilus fragilis",0,NA
1667,"Erynnis baptisiae",0,NA
1668,"Paratendipes albimanus",0,NA
1669,"Acanalonia conica",0,NA
1670,"Pyrausta signatalis",0,NA
1671,"Phrurolithus festivus",NA,"Results is empty"
1672,"Crucibulum laeve",0,NA
1673,"Ornithogalum umbellatum",1,NA
1674,"Rubus canadensis",0,NA
1675,"Aquarius remigis",0,NA
1676,"Drosophila suzukii",NA,"In argument: `subnationCode == ""QC""`."
1677,"Argyresthia oreasella",0,NA
1678,"Phycitodes mucidellus",NA,"No matching species"
1679,"Lauxania shewelli",0,NA
1680,"Feltia herilis",0,NA
1681,"Otiorhynchus ovatus",1,NA
1682,"Meteorus pulchricornis",NA,"Results is empty"
1683,"Cyrtolobus pictus",NA,"No matching species"
1684,"Chlaenius tricolor",0,NA
1685,"Argyresthia calliphanes",0,NA
1686,"Mompha brevivittella",0,NA
1687,"Paraclemensia acerifoliella",0,NA
1688,"Lithophane bethunei",0,NA
1689,"Balsa tristrigella",0,NA
1690,"Allygidius atomarius",NA,"No matching species"
1691,"Fundulus diaphanus",0,NA
1692,"Nehalennia irene",0,NA
1693,"Phyllocnistis populiella",0,NA
1694,"Pulmonaria officinalis",1,NA
1695,"Forficula auricularia",1,NA
1696,"Silphium perfoliatum",1,NA
1697,"Alnus incana",0,NA
1698,"Ganoderma tsugae",0,NA
1699,"Carex arctata",0,NA
1700,"Helonica excelsa",NA,"Results is empty"
1701,"Lilium canadense",NA,"No matching species"
1702,"Golovinomyces asterum",0,NA
1703,"Lycoperdon marginatum",0,NA
1704,"Oligolophus tridens",1,NA
1705,"Cerioporus leptocephalus",0,NA
1706,"Choristoneura conflictana",0,NA
1707,"Cuphophyllus pratensis",0,NA
1708,"Cynoglossum amabile",NA,"No data for Canada"
1709,"Hippuris vulgaris",0,NA
1710,"Eulithis diversilineata",0,NA
1711,"Placopterus thoracicus",0,NA
1712,"Micrurapteryx salicifoliella",0,NA
1713,"Pantographa limata",0,NA
1714,"Perisoreus canadensis",0,NA
1715,"Epilobium hirsutum",1,NA
1716,"Chlorophyllum rhacodes",0,NA
1717,"Japananus hyalinus",1,NA
1718,"Bryum argenteum",0,NA
1719,"Tricholoma terreum",0,NA
1720,"Sarcomyxa serotina",NA,"No matching species"
1721,"Geranium sibiricum",1,NA
1722,"Colliuris pensylvanica",0,NA
1723,"Saperda puncticollis",0,NA
1724,"Iris sanguinea",1,NA
1725,"Brachycorynella asparagi",1,NA
1726,"Dipsacus laciniatus",1,NA
1727,"Melospiza lincolnii",0,NA
1728,"Crambus albellus",0,NA
1729,"Rhus aromatica",0,NA
1730,"Erysimum hieraciifolium",1,NA
1731,"Cyperus strigosus",0,NA
1732,"Lonicera tatarica",1,NA
1733,"Agrimonia striata",0,NA
1734,"Daphne mezereum",1,NA
1735,"Rallus limicola",0,NA
1736,"Polyporus umbellatus",0,NA
1737,"Carex radiata",0,NA
1738,"Sporobolus michauxianus",NA,"No matching species"
1739,"Melanchra adjuncta",0,NA
1740,"Agrotis venerabilis",0,NA
1741,"Egira dolosa",0,NA
1742,"Eucopina tocullionana",0,NA
1743,"Phigalia titea",0,NA
1744,"Zale minerea",0,NA
1745,"Lithophane petulca",0,NA
1746,"Grylloprociphilus imbricator",0,NA
1747,"Viburnum lantanoides",0,NA
1748,"Armillaria ostoyae",0,NA
1749,"Calonarius caryae",NA,"Results is empty"
1750,"Narcissus pseudonarcissus",1,NA
1751,"Vespula vidua",0,NA
1752,"Dolichonyx oryzivorus",0,NA
1753,"Ancistrocerus catskill",0,NA
1754,"Dryopteris marginalis",0,NA
1755,"Xestia normaniana",NA,"No matching species"
1756,"Acrobasis juglandis",0,NA
1757,"Phlogophora periculosa",0,NA
1758,"Nomophila nearctica",0,NA
1759,"Lacinipolia lorea",0,NA
1760,"Donacia cincticornis",0,NA
1761,"Utricularia macrorhiza",0,NA
1762,"Aplodinotus grunniens",0,NA
1763,"Potentilla indica",NA,"No matching species"
1764,"Synanthedon acerrubri",0,NA
1765,"Hylaeus annulatus",0,NA
1766,"Lucilia illustris",0,NA
1767,"Mordellaria serval",0,NA
1768,"Temnothorax longispinosus",0,NA
1769,"Psylliodes affinis",1,NA
1770,"Lepidium densiflorum",1,NA
1771,"Myiarchus cinerascens",NA,"No data for Canada"
1772,"Empidonax traillii",0,NA
1773,"Ricciocarpos natans",0,NA
1774,"Sium suave",0,NA
1775,"Solanum scabrum",NA,"Results is empty"
1776,"Catocala neogama",0,NA
1777,"Gryllus veletis",0,NA
1778,"Pholiota populnea",NA,"No matching species"
1779,"Leucorrhinia frigida",0,NA
1780,"Elater abruptus",0,NA
1781,"Physcomitrium pyriforme",0,NA
1782,"Lipandra polysperma",NA,"No matching species"
1783,"Perilla frutescens",1,NA
1784,"Olethreutes quadrifidum",0,NA
1785,"Lepidocyrtus paradoxus",1,NA
1786,"Lepturges confluens",0,NA
1787,"Aeolus mellillus",0,NA
1788,"Oberea affinis",0,NA
1789,"Dichomeris marginella",1,NA
1790,"Dinothenarus badipes",0,NA
1791,"Amanita muscaria",0,NA
1792,"Graphopsocus cruciatus",NA,"Results is empty"
1793,"Russula brevipes",0,NA
1794,"Dichomeris ochripalpella",0,NA
1795,"Temnostoma alternans",0,NA
1796,"Phallus indusiatus",0,NA
1797,"Cryptarcha ampla",0,NA
1798,"Discobola annulata",0,NA
1799,"Dorocordulia libera",0,NA
1800,"Compsobata univitta",0,NA
1801,"Ibalia anceps",NA,"Results is empty"
1802,"Anticarsia gemmatalis",NA,"No data for Canada"
1803,"Boletinellus merulioides",0,NA
1804,"Ceruchus piceus",0,NA
1805,"Machimus sadyates",0,NA
1806,"Orgyia definita",0,NA
1807,"Solidago rigida",NA,"No matching species"
1808,"Syrphus rectus",0,NA
1809,"Tulipa sylvestris",1,NA
1810,"Agrilus cyanescens",1,NA
1811,"Eurybia macrophylla",0,NA
1812,"Caenurgina crassiuscula",0,NA
1813,"Niveoporofomes spraguei",0,NA
1814,"Tyromyces chioneus",0,NA
1815,"Conocybe filaris",0,NA
1816,"Physalis philadelphica",1,NA
1817,"Phryma leptostachya",0,NA
1818,"Irpex lacteus",0,NA
1819,"Plagiognathus obscurus",0,NA
1820,"Sceliphron curvatum",NA,"no applicable method for 'filter' applied to an object of class ""list"""
1821,"Larix laricina",0,NA
1822,"Uroleucon sonchi",1,NA
1823,"Melissodes desponsus",NA,"No matching species"
1824,"Populus canescens",NA,"No matching species"
1825,"Pseudomalus auratus",NA,"Results is empty"
1826,"Eupeodes americanus",0,NA
1827,"Eupteryx atropunctata",1,NA
1828,"Ypsolopha dentella",1,NA
1829,"Bombus borealis",0,NA
1830,"Lonicera canadensis",0,NA
1831,"Tortistilus inermis",NA,"No matching species"
1832,"Tylonotus bimaculatus",0,NA
1833,"Ficaria verna",NA,"No matching species"
1834,"Perillus bioculatus",0,NA
1835,"Aeshna umbrosa",0,NA
1836,"Leucorrhinia proxima",0,NA
1837,"Andrena vicina",0,NA
1838,"Amanita rubescens",0,NA
1839,"Mertensia virginica",0,NA
1840,"Tetrix subulata",0,NA
1841,"Cipangopaludina chinensis",1,NA
1842,"Polygonum achoreum",1,NA
1843,"Amanita bisporigera",0,NA
1844,"Xylaria polymorpha",0,NA
1845,"Rhus glabra",0,NA
1846,"Chrysoteuchia topiarius",0,NA
1847,"Lepisma saccharinum",1,NA
1848,"Shepherdia argentea",1,NA
1849,"Inula racemosa",1,NA
1850,"Adoxophyes negundana",0,NA
1851,"Acentria ephemerella",1,NA
1852,"Protoparmeliopsis muralis",0,NA
1853,"Dryopteris carthusiana",0,NA
1854,"Prunus padus",1,NA
1855,"Neortholomus scolopax",0,NA
1856,"Hypoprepia fucosa",0,NA
1857,"Cycnia tenera",0,NA
1858,"Sagittaria cuneata",0,NA
1859,"Persicaria sagittata",0,NA
1860,"Pseudopolydesmus serratus",0,NA
1861,"Flammula alnicola",NA,"No matching species"
1862,"Fomitopsis mounceae",0,NA
1863,"Chalcosyrphus chalybeus",0,NA
1864,"Stelgidopteryx serripennis",0,NA
1865,"Andrena wilkella",1,NA
1866,"Amelanchier arborea",0,NA
1867,"Eupsilia morrisoni",0,NA
1868,"Poanes viator",0,NA
1869,"Phyllotopsis nidulans",0,NA
1870,"Stenacron interpunctatum",0,NA
1871,"Nanophyes marmoratus",1,NA
1872,"Clavaria fragilis",0,NA
1873,"Larinus turbinatus",NA,"no applicable method for 'filter' applied to an object of class ""list"""
1874,"Peromyscus leucopus",0,NA
1875,"Riparia riparia",0,NA
1876,"Thaumatomyia glabra",0,NA
1877,"Archytas metallicus",NA,"no applicable method for 'filter' applied to an object of class ""list"""
1878,"Stamnodes gibbicostata",0,NA
1879,"Blissus leucopterus",0,NA
1880,"Obrium rufulum",0,NA
1881,"Sambucus nigra",0,NA
1882,"Leptopterna dolabrata",1,NA
1883,"Pissonotus flabellatus",0,NA
1884,"Parancistrocerus leionotus",0,NA
1885,"Sitona cylindricollis",1,NA
1886,"Dikraneura arizona",NA,"Results is empty"
1887,"Agnippe biscolorella",0,NA
1888,"Synanthedon exitiosa",0,NA
1889,"Microvelia pulchella",0,NA
1890,"Dorcaschema nigrum",0,NA
1891,"Ommatius tibialis",0,NA
1892,"Tiarella stolonifera",0,NA
1893,"Datura stramonium",1,NA
1894,"Catocala lineella",0,NA
1895,"Xylocopa virginica",0,NA
1896,"Chrysopa nigricornis",0,NA
1897,"Golovinomyces depressus",0,NA
1898,"Proteoteras crescentana",0,NA
1899,"Thermobia domestica",NA,"In argument: `subnationCode == ""QC""`."
1900,"Lepidium virginicum",1,NA
1901,"Systena frontalis",0,NA
1902,"Mutinus elegans",0,NA
1903,"Fuligo septica",NA,"Results is empty"
1904,"Hydaticus aruspex",0,NA
1905,"Cancer irroratus",NA,"In argument: `subnationCode == ""QC""`."
1906,"Trifolium incarnatum",1,NA
1907,"Galerina marginata",0,NA
1908,"Parapoynx allionealis",0,NA
1909,"Mordwilkoja vagabunda",0,NA
1910,"Baliosus nervosus",0,NA
1911,"Telamona decorata",0,NA
1912,"Vespula flavopilosa",0,NA
1913,"Trypoxylon collinum",NA,"no applicable method for 'filter' applied to an object of class ""list"""
1914,"Lithophane grotei",0,NA
1915,"Bibio femoratus",NA,"In argument: `subnationCode == ""QC""`."
1916,"Sparganothis unifasciana",0,NA
1917,"Xestia smithii",0,NA
1918,"Clostera strigosa",0,NA
1919,"Renia flavipunctalis",0,NA
1920,"Platynota exasperatana",0,NA
1921,"Myriophyllum spicatum",1,NA
1922,"Ennomos subsignaria",0,NA
1923,"Mecaphesa asperata",0,NA
1924,"Quercus alba",0,NA
1925,"Larus smithsonianus",NA,"Results is empty"
1926,"Botaurus lentiginosus",0,NA
1927,"Trametes hirsuta",0,NA
1928,"Chlidonias niger",0,NA
1929,"Cenopis reticulatana",0,NA
1930,"Synanthedon scitula",1,NA
1931,"Sparnopolius confusus",0,NA
1932,"Aphilanthops frigidus",NA,"In argument: `subnationCode == ""QC""`."
1933,"Harpalus pensylvanicus",0,NA
1934,"Renia adspergillus",0,NA
1935,"Sphaeroderus stenostomus",0,NA
1936,"Paonias excaecata",0,NA
1937,"Cicindela repanda",0,NA
1938,"Cynomya cadaverina",0,NA
1939,"Platygyrium repens",0,NA
1940,"Ceratodon purpureus",0,NA
1941,"Lampsilis radiata",0,NA
1942,"Graphocephala coccinea",0,NA
1943,"Trichopoda pennipes",NA,"In argument: `subnationCode == ""QC""`."
1944,"Physocephala sagittaria",0,NA
1945,"Larinioides cornutus",0,NA
1946,"Sinea diadema",0,NA
1947,"Crioceris asparagi",1,NA
1948,"Madarellus undulatus",0,NA
1949,"Agrobacterium radiobacter",NA,"Results is empty"
1950,"Coenosia tigrina",1,NA
1951,"Chlorochlamys chloroleucaria",0,NA
1952,"Telamona monticola",0,NA
1953,"Metalimnobia novaeangliae",NA,"Results is empty"
1954,"Erysiphe cruciferarum",NA,"No data for Canada"
1955,"Cyanosporus livens",NA,"Results is empty"
1956,"Stomoxys calcitrans",1,NA
1957,"Leucospis affinis",0,NA
1958,"Naphrys pulex",0,NA
1959,"Somula decora",0,NA
1960,"Thecophora occidensis",0,NA
1961,"Neoconocephalus ensiger",0,NA
1962,"Clepsis melaleucanus",0,NA
1963,"Buteo platypterus",0,NA
1964,"Drusilla canaliculata",1,NA
1965,"Centaurea nigra",1,NA
1966,"Calligrapha multipunctata",0,NA
1967,"Agapostemon sericeus",0,NA
1968,"Menecles insertus",0,NA
1969,"Rhagoletis tabellaria",0,NA
1970,"Taraxacum palustre",1,NA
1971,"Syneches simplex",NA,"no applicable method for 'filter' applied to an object of class ""list"""
1972,"Scudderia septentrionalis",0,NA
1973,"Loxia curvirostra",0,NA
1974,"Conocephalus fasciatus",0,NA
1975,"Anthomyia pluvialis",1,NA
1976,"Anthomyia oculifera",0,NA
1977,"Amara aenea",1,NA
1978,"Callopistria floridensis",NA,"No data for Canada"
1979,"Synanthedon pictipes",0,NA
1980,"Brassica juncea",1,NA
1981,"Potamogeton crispus",1,NA
1982,"Aeorestes cinereus",NA,"No matching species"
1983,"Sawadaea tulasnei",NA,"Results is empty"
1984,"Malva moschata",1,NA
1985,"Agelenopsis potteri",0,NA
1986,"Phyllotreta striolata",1,NA
1987,"Eupatorium altissimum",1,NA
1988,"Megachile mendica",0,NA
1989,"Viola egglestonii",NA,"No data for Canada"
1990,"Tettigidea laterale",NA,"No matching species"
1991,"Mystacides sepulchralis",0,NA
1992,"Pelochrista dorsisignatana",0,NA
1993,"Palthis angulalis",0,NA
1994,"Condylostylus caudatus",NA,"In argument: `subnationCode == ""QC""`."
1995,"Nepytia canosaria",0,NA
1996,"Magusa divaricata",NA,"No data for Canada"
1997,"Caradrina montana",0,NA
1998,"Spinellus fusiger",0,NA
1999,"Pseudopolydesmus canadensis",0,NA
2000,"Hesperiphona vespertina",NA,"No matching species"
2001,"Viburnum trilobum",NA,"No matching species"
2002,"Brachymyrmex depilis",0,NA
2003,"Cameraria corylisella",0,NA
2004,"Macrochilo absorptalis",0,NA
2005,"Amorpha fruticosa",1,NA
2006,"Parascotia fuliginaria",1,NA
2007,"Crataegus flabellata",0,NA
2008,"Allium tuberosum",1,NA
2009,"Allograpta obliqua",0,NA
2010,"Erysiphe polygoni",0,NA
2011,"Poecilus lucublandus",0,NA
2012,"Erysiphe syringae",NA,"Results is empty"
2013,"Cairina moschata",NA,"No data for Canada"
2014,"Scolopax minor",0,NA
2015,"Culaea inconstans",0,NA
2016,"Parapoynx badiusalis",0,NA
2017,"Hyles gallii",0,NA
2018,"Solanum lycopersicum",1,NA
2019,"Pholcus manueli",0,NA
2020,"Rivula propinqualis",0,NA
2021,"Leiothlypis celata",0,NA
2022,"Populus nigra",1,NA
2023,"Anthonomus quadrigibbus",0,NA
2024,"Erysiphe heraclei",NA,"Results is empty"
2025,"Lonicera dioica",0,NA
2026,"Limnephilus submonilifer",0,NA
2027,"Phedimus spurius",1,NA
2028,"Disonycha triangularis",0,NA
2029,"Lycogala flavofuscum",NA,"Results is empty"
2030,"Galgula partita",0,NA
2031,"Bedellia somnulentella",0,NA
2032,"Limnaecia phragmitella",0,NA
2033,"Erythridula aspera",NA,"No matching species"
2034,"Myosotis sylvatica",1,NA
2035,"Rhyssella nitida",NA,"Results is empty"
2036,"Vireo philadelphicus",0,NA
2037,"Orussus terminalis",0,NA
2038,"Tagetes erecta",NA,"No data for Canada"
2039,"Scathophaga stercoraria",0,NA
2040,"Lonicera bella",NA,"No matching species"
2041,"Hyloniscus riparius",NA,"Results is empty"
2042,"Phyllocnistis vitifoliella",0,NA
2043,"Endothenia hebesana",0,NA
2044,"Iris domestica",NA,"No matching species"
2045,"Caradrina clavipalpis",NA,"No data for Canada"
2046,"Agaricus bisporus",0,NA
2047,"Vitreoporus dichrous",0,NA
2048,"Melanitta deglandi",0,NA
2049,"Coptotomus longulus",0,NA
2050,"Amelanchier stolonifera",NA,"Results is empty"
2051,"Amanita jacksonii",0,NA
2052,"Steatoda triangulosa",1,NA
2053,"Epirrita autumnata",0,NA
2054,"Lysimachia clethroides",1,NA
2055,"Tmetogaster nubilipennis",NA,"Results is empty"
2056,"Autographa precationis",0,NA
2057,"Lonicera xylosteum",1,NA
2058,"Pholcus phalangioides",1,NA
2059,"Iflavirus dinococcinellae",NA,"Results is empty"
2060,"Aphomia terrenella",1,NA
2061,"Leucocoprinus birnbaumii",0,NA
2062,"Enallagma carunculatum",0,NA
2063,"Stenolophus lineola",0,NA
2064,"Scirtes tibialis",0,NA
2065,"Attulus ammophilus",1,NA
2066,"Persicaria lapathifolia",0,NA
2067,"Orthocephalus coriaceus",1,NA
2068,"Ulmus intermedia",NA,"Results is empty"
2069,"Arge ochropus",1,NA
2070,"Vallisneria americana",0,NA
2071,"Ceratomia undulosa",0,NA
2072,"Furcula modesta",0,NA
2073,"Euparthenos nubilis",0,NA
2074,"Chauliodes rastricornis",0,NA
2075,"Lithophane amanda",0,NA
2076,"Ecdytolopha insiticiana",0,NA
2077,"Pseudothyatira cymatophoroides",0,NA
2078,"Lactuca biennis",0,NA
2079,"Helmitheros vermivorum",0,NA
2080,"Charadrius semipalmatus",0,NA
2081,"Carex albursina",0,NA
2082,"Nerice bidentata",0,NA
2083,"Lygropia rivulalis",0,NA
2084,"Acleris forbesana",0,NA
2085,"Papaipema arctivorens",0,NA
2086,"Euthyatira pudens",0,NA
2087,"Gymnosporangium globosum",0,NA
2088,"Ablabesmyia annulata",0,NA
2089,"Hypena humuli",0,NA
2090,"Cicindela sexguttata",0,NA
2091,"Cratichneumon unifasciatorius",NA,"Results is empty"
2092,"Cosmopepla lintneriana",0,NA
2093,"Amanita frostiana",0,NA
2094,"Trogus pennator",NA,"Results is empty"
2095,"Carex lurida",0,NA
2096,"Anthemis cotula",1,NA
2097,"Entylia carinata",0,NA
2098,"Lappula squarrosa",1,NA
2099,"Acoptus suturalis",0,NA
2100,"Cynoglossum officinale",1,NA
2101,"Chrysolina hyperici",1,NA
2102,"Stellaria aquatica",NA,"No matching species"
2103,"Brachypera zoilus",1,NA
2104,"Neokolla hieroglyphica",0,NA
2105,"Actaea ludovici",NA,"No matching species"
2106,"Pediasia trisecta",0,NA
2107,"Chrysopa quadripunctata",0,NA
2108,"Platynota semiustana",0,NA
2109,"Sylvanelater cylindriformis",0,NA
2110,"Clematis virginiana",0,NA
2111,"Golovinomyces latisporus",NA,"Results is empty"
2112,"Cenopis diluticostana",0,NA
2113,"Mutinus ravenelii",0,NA
2114,"Lygaeus turcicus",0,NA
2115,"Sabacon cavicolens",0,NA
2116,"Plagiomnium cuspidatum",0,NA
2117,"Aleochara curtula",1,NA
